,mid_price,estimated_delivery_price,volume_usd,quote_currency,creation_timestamp,base_currency,interest_rate,volume,underlying_index,underlying_price,price_change,mark_price,open_interest,ask_price,bid_price,instrument_name,last,low,high,currency,expire_date,strike_price,option_type
125,0.017,2222.19,11938.91,ETH,1704712781419,ETH,0.0,239.0,SYN.ETH-10JAN24,2224.200483367427,-23.4043,0.01711,211.0,0.0175,0.0165,ETH-10JAN24-2250-C,0.018,0.0125,0.0265,ETH,10JAN24,2250,C
126,,2222.19,3550.64,ETH,1704712781419,ETH,0.0,54.0,SYN.ETH-10JAN24,2224.200483367427,8.3333,0.035326,52.0,,0.0025,ETH-10JAN24-2175-C,0.0325,0.027,0.0325,ETH,10JAN24,2175,C
127,0.1375,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.137551,864.0,0.1405,0.1345,ETH-27SEP24-2000-P,0.133,,,ETH,27SEP24,2000,P
128,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-23FEB24,2269.04,,1.029845,0.0,,,ETH-23FEB24-4600-P,,,,ETH,23FEB24,4600,P
129,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.63659,0.0,,,ETH-23FEB24-3700-P,,,,ETH,23FEB24,3700,P
130,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.85446,0.0,,,ETH-23FEB24-4200-P,,,,ETH,23FEB24,4200,P
131,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.237752,0.0,,,ETH-12JAN24-1700-C,,,,ETH,12JAN24,1700,C
132,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.643431,0.0,,,ETH-26JAN24-800-C,,,,ETH,26JAN24,800,C
133,0.00045,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-29MAR24,2293.96,,0.000242,2034.0,0.0007,0.0002,ETH-29MAR24-400-P,0.0003,,,ETH,29MAR24,400,P
134,0.0155,2222.19,5556.54,ETH,1704712781419,ETH,0.0,135.0,ETH-19JAN24,2233.51,-18.4211,0.015487,7728.0,0.016,0.015,ETH-19JAN24-2500-C,0.0155,0.0155,0.02,ETH,19JAN24,2500,C
135,0.403,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.401354,1316.0,0.411,0.395,ETH-28JUN24-1500-C,0.412,,,ETH,28JUN24,1500,C
136,0.14575,2222.19,136637.08,ETH,1704712781419,ETH,0.0,406.0,ETH-29MAR24,2293.97,-5.7878,0.145112,8427.0,0.147,0.1445,ETH-29MAR24-2200-C,0.1465,0.142,0.1555,ETH,29MAR24,2200,C
137,,2222.19,3186.37,ETH,1704712781419,ETH,0.0,44.0,SYN.ETH-10JAN24,2224.200483367427,-7.6923,0.035832,46.0,,0.0015,ETH-10JAN24-2275-P,0.03,0.03,0.0325,ETH,10JAN24,2275,P
138,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.754727,0.0,,,ETH-27SEP24-600-C,,,,ETH,27SEP24,600,C
139,0.00575,2222.19,6994.45,ETH,1704712781419,ETH,0.0,539.0,ETH-26JAN24,2241.65,-33.3333,0.005724,51806.0,0.006,0.0055,ETH-26JAN24-2900-C,0.006,0.0055,0.009,ETH,26JAN24,2900,C
140,,2222.19,0.22,ETH,1704712781419,ETH,0.0,1.0,SYN.ETH-10JAN24,2224.200483367427,0.0,0.000166,1.0,0.0004,,ETH-10JAN24-2900-C,0.0001,0.0001,0.0001,ETH,10JAN24,2900,C
141,0.00255,2222.19,119.32,ETH,1704712781419,ETH,0.0,17.0,ETH-23FEB24,2269.04,-12.9032,0.002494,586.0,0.0028,0.0023,ETH-23FEB24-4600-C,0.0027,0.0027,0.0032,ETH,23FEB24,4600,C
142,0.00255,2222.19,542.06,ETH,1704712781419,ETH,0.0,65.0,SYN.ETH-10JAN24,2224.200483367427,-48.8372,0.002491,64.0,0.0028,0.0023,ETH-10JAN24-2425-C,0.0022,0.0022,0.0043,ETH,10JAN24,2425,C
143,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.839104,0.0,,,ETH-27DEC24-400-C,,,,ETH,27DEC24,400,C
144,0.00675,2222.19,51.74,ETH,1704712781419,ETH,0.0,5.0,SYN.ETH-11JAN24,2225.2752416837134,91.1765,0.006804,5.0,0.007,0.0065,ETH-11JAN24-2000-P,0.0065,0.0034,0.0065,ETH,11JAN24,2000,P
145,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.374212,0.0,,,ETH-19JAN24-1400-C,,,,ETH,19JAN24,1400,C
146,0.00025,2222.19,67.9,ETH,1704712781420,ETH,0.0,151.0,SYN.ETH-9JAN24,2223.1257250511408,-60.0,0.000223,126.0,0.0003,0.0002,ETH-9JAN24-2550-C,0.0002,0.0001,0.0005,ETH,9JAN24,2550,C
147,0.0135,2222.19,7998.7,ETH,1704712781420,ETH,0.0,269.0,SYN.ETH-9JAN24,2223.1257250511408,-30.0,0.013663,251.0,0.014,0.013,ETH-9JAN24-2225-C,0.014,0.009,0.024,ETH,9JAN24,2225,C
148,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.387144,0.0,,,ETH-27DEC24-1800-C,,,,ETH,27DEC24,1800,C
149,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.088549,0.0,,,ETH-11JAN24-2050-C,,,,ETH,11JAN24,2050,C
150,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.247689,691.0,0.33,,ETH-26JAN24-1700-C,0.2905,,,ETH,26JAN24,1700,C
151,0.03575,2222.19,221208.33,ETH,1704712781420,ETH,0.0,2807.0,ETH-26JAN24,2241.65,-20.8791,0.035763,91096.0,0.036,0.0355,ETH-26JAN24-2400-C,0.036,0.0315,0.0455,ETH,26JAN24,2400,C
152,0.264,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.283297,57.0,0.285,0.243,ETH-27DEC24-2500-P,0.274,,,ETH,27DEC24,2500,P
153,0.008,2222.19,67.34,ETH,1704712781420,ETH,0.0,3.0,ETH-23FEB24,2269.04,0.0,0.007912,2320.0,0.0085,0.0075,ETH-23FEB24-3500-C,0.01,0.01,0.01,ETH,23FEB24,3500,C
154,0.46875,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.471128,90.0,0.5685,0.369,ETH-27SEP24-3200-P,0.505,,,ETH,27SEP24,3200,P
155,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.280534,1361.0,,0.11,ETH-29MAR24-2800-P,0.251,,,ETH,29MAR24,2800,P
156,0.0008,2222.19,1618.31,ETH,1704712781420,ETH,0.0,690.0,ETH-26JAN24,2241.65,0.0,0.000773,8287.0,0.0009,0.0007,ETH-26JAN24-4000-C,0.001,0.0009,0.0011,ETH,26JAN24,4000,C
157,0.0065,2222.19,7302.85,ETH,1704712781420,ETH,0.0,376.0,SYN.ETH-9JAN24,2223.1257250511408,8.3333,0.006316,323.0,0.007,0.006,ETH-9JAN24-2175-P,0.0065,0.006,0.016,ETH,9JAN24,2175,P
158,0.00415,2222.19,5754.2,ETH,1704712781420,ETH,0.0,518.0,SYN.ETH-9JAN24,2223.1257250511408,-18.0,0.004122,365.0,0.0044,0.0039,ETH-9JAN24-2150-P,0.0041,0.0036,0.0095,ETH,9JAN24,2150,P
159,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-26JAN24,2241.64,,0.290304,24.0,0.6,,ETH-26JAN24-1600-C,0.305,,,ETH,26JAN24,1600,C
160,0.91275,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.912824,596.0,0.919,0.9065,ETH-29MAR24-200-C,0.872,,,ETH,29MAR24,200,C
161,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.299454,5.0,,,ETH-26JAN24-2900-P,0.2745,,,ETH,26JAN24,2900,P
162,0.0003,2222.19,4.46,ETH,1704712781420,ETH,0.0,5.0,SYN.ETH-10JAN24,2224.200483367427,0.0,0.000365,5.0,0.0004,0.0002,ETH-10JAN24-2700-C,0.0004,0.0004,0.0004,ETH,10JAN24,2700,C
163,0.25675,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.257763,534.0,0.26,0.2535,ETH-27SEP24-2500-P,0.241,,,ETH,27SEP24,2500,P
164,0.0006,2222.19,73.32,ETH,1704712781420,ETH,0.0,39.0,SYN.ETH-11JAN24,2225.2752416837134,66.6667,0.000589,39.0,0.0007,0.0005,ETH-11JAN24-2900-C,0.0005,0.0003,0.0009,ETH,11JAN24,2900,C
165,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.109184,1394.0,,,ETH-12JAN24-2450-P,0.102,,,ETH,12JAN24,2450,P
166,0.00465,2222.19,1823.61,ETH,1704712781420,ETH,0.0,171.0,SYN.ETH-11JAN24,2225.2752416837134,4.4444,0.004562,149.0,0.0049,0.0044,ETH-11JAN24-2500-C,0.0047,0.0045,0.005,ETH,11JAN24,2500,C
167,0.10475,2222.19,6180.07,ETH,1704712781420,ETH,0.0,26.0,ETH-29MAR24,2293.97,-1.4085,0.104144,5015.0,0.1055,0.104,ETH-29MAR24-2200-P,0.105,0.105,0.1115,ETH,29MAR24,2200,P
168,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.465516,0.0,,,ETH-26JAN24-1200-C,,,,ETH,26JAN24,1200,C
169,0.1495,2222.19,2368.78,ETH,1704712781420,ETH,0.0,7.0,ETH-28JUN24,2359.87,0.0,0.149381,452.0,0.151,0.148,ETH-28JUN24-2200-P,0.1525,0.1525,0.1525,ETH,28JUN24,2200,P
170,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.103493,0.0,,,ETH-10JAN24-2450-P,,,,ETH,10JAN24,2450,P
171,0.03325,2222.19,386741.25,ETH,1704712781420,ETH,0.0,4974.0,ETH-12JAN24,2226.35,-10.5263,0.033003,12647.0,0.0335,0.033,ETH-12JAN24-2250-C,0.034,0.0245,0.0405,ETH,12JAN24,2250,C
172,0.05875,2222.19,267.54,ETH,1704712781420,ETH,0.0,2.0,ETH-27DEC24,2458.12,0.0,0.058886,357.0,0.0615,0.056,ETH-27DEC24-1400-P,0.061,0.061,0.061,ETH,27DEC24,1400,P
173,0.024,2222.19,92567.93,ETH,1704712781420,ETH,0.0,1658.0,ETH-12JAN24,2226.35,-14.2857,0.023803,6253.0,0.0245,0.0235,ETH-12JAN24-2300-C,0.024,0.0175,0.0315,ETH,12JAN24,2300,C
174,0.08,2222.19,18433.76,ETH,1704712781420,ETH,0.0,100.0,ETH-23FEB24,2269.03,1.2346,0.079934,3531.0,0.0805,0.0795,ETH-23FEB24-2200-P,0.082,0.08,0.093,ETH,23FEB24,2200,P
175,0.03475,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.034738,160.0,0.0365,0.033,ETH-27DEC24-8500-C,0.04,,,ETH,27DEC24,8500,C
176,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.465706,0.0,,,ETH-23FEB24-3300-P,,,,ETH,23FEB24,3300,P
177,0.00575,2222.19,1262.17,ETH,1704712781420,ETH,0.0,70.0,SYN.ETH-10JAN24,2224.200483367427,-23.5294,0.005512,124.0,0.006,0.0055,ETH-10JAN24-2350-C,0.0065,0.0043,0.011,ETH,10JAN24,2350,C
178,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.460987,0.0,,,ETH-12JAN24-1200-C,,,,ETH,12JAN24,1200,C
179,0.07275,2222.19,233344.45,ETH,1704712781420,ETH,0.0,1568.0,ETH-26JAN24,2241.65,-6.4103,0.072277,19644.0,0.0735,0.072,ETH-26JAN24-2200-C,0.073,0.0662,0.083,ETH,26JAN24,2200,C
180,0.1,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.100076,1010.0,0.1025,0.0975,ETH-27SEP24-1800-P,0.097,,,ETH,27SEP24,1800,P
181,0.00105,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.001011,7540.0,0.0012,0.0009,ETH-26JAN24-3800-C,0.0016,,,ETH,26JAN24,3800,C
182,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.0,0.0,0.0002,,ETH-9JAN24-2900-C,,,,ETH,9JAN24,2900,C
183,0.66575,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.665312,120.0,0.6745,0.657,ETH-28JUN24-800-C,0.5455,,,ETH,28JUN24,800,C
184,0.01475,2222.19,21581.38,ETH,1704712781420,ETH,0.0,621.0,SYN.ETH-9JAN24,2223.1257250511408,0.0,0.014506,627.0,0.015,0.0145,ETH-9JAN24-2225-P,0.0145,0.0125,0.03,ETH,9JAN24,2225,P
185,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.353066,689.0,,,ETH-29MAR24-3000-P,0.32,,,ETH,29MAR24,3000,P
186,0.56725,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.56694,509.0,0.5735,0.561,ETH-29MAR24-1000-C,0.53,,,ETH,29MAR24,1000,C
187,0.054,2222.19,238174.82,ETH,1704712781420,ETH,0.0,1823.0,ETH-26JAN24,2241.65,7.767,0.053727,18804.0,0.0545,0.0535,ETH-26JAN24-2200-P,0.0555,0.0505,0.0645,ETH,26JAN24,2200,P
188,0.02175,2222.19,3045.32,ETH,1704712781420,ETH,0.0,62.0,ETH-23FEB24,2269.04,-4.3478,0.021738,6624.0,0.022,0.0215,ETH-23FEB24-1800-P,0.022,0.022,0.0255,ETH,23FEB24,1800,P
189,0.121,2222.19,29097.41,ETH,1704712781420,ETH,0.0,102.0,ETH-27SEP24,2409.51,-7.0866,0.120821,2382.0,0.1235,0.1185,ETH-27SEP24-3500-C,0.118,0.118,0.127,ETH,27SEP24,3500,C
190,0.00355,2222.19,20078.88,ETH,1704712781420,ETH,0.0,2123.0,ETH-12JAN24,2226.35,-30.0,0.00347,21458.0,0.0038,0.0033,ETH-12JAN24-2600-C,0.0035,0.0033,0.005,ETH,12JAN24,2600,C
191,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.507839,0.0,,,ETH-23FEB24-3400-P,,,,ETH,23FEB24,3400,P
192,0.0575,2222.19,1274.41,ETH,1704712781420,ETH,0.0,10.0,ETH-27DEC24,2458.12,0.0,0.057552,15.0,0.06,0.055,ETH-27DEC24-6500-C,0.058,0.058,0.058,ETH,27DEC24,6500,C
193,0.19375,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.193579,363.0,0.1965,0.191,ETH-27SEP24-2700-C,0.208,,,ETH,27SEP24,2700,C
194,0.00225,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.002196,337.0,0.0025,0.002,ETH-23FEB24-4800-C,0.0026,,,ETH,23FEB24,4800,C
195,,2222.19,11556.3,ETH,1704712781420,ETH,0.0,42.0,ETH-26JAN24,2241.64,-12.4555,0.122722,754.0,,,ETH-26JAN24-2450-P,0.123,0.123,0.1405,ETH,26JAN24,2450,P
196,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.47425,0.0,,,ETH-26JAN24-3300-P,,,,ETH,26JAN24,3300,P
197,0.00155,2222.19,1168.45,ETH,1704712781420,ETH,0.0,324.0,ETH-12JAN24,2226.35,-10.5263,0.001431,13677.0,0.0017,0.0014,ETH-12JAN24-2800-C,0.0017,0.0016,0.0019,ETH,12JAN24,2800,C
198,0.187,2222.19,83122.48,ETH,1704712781420,ETH,0.0,205.0,ETH-27DEC24,2458.12,-11.9904,0.186949,371.0,0.1905,0.1835,ETH-27DEC24-3200-C,0.1835,0.1835,0.2085,ETH,27DEC24,3200,C
199,0.09325,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.093049,2830.0,0.0955,0.091,ETH-27SEP24-4000-C,0.0945,,,ETH,27SEP24,4000,C
200,0.00065,2222.19,648.87,ETH,1704712781420,ETH,0.0,310.0,SYN.ETH-10JAN24,2224.200483367427,-33.3333,0.000674,294.0,0.0008,0.0005,ETH-10JAN24-1900-P,0.0008,0.0007,0.0017,ETH,10JAN24,1900,P
201,0.0135,2222.19,2535.63,ETH,1704712781420,ETH,0.0,65.0,SYN.ETH-10JAN24,2224.200483367427,12.5,0.013205,60.0,0.014,0.013,ETH-10JAN24-2175-P,0.0135,0.011,0.022,ETH,10JAN24,2175,P
202,0.0655,2222.19,16136.65,ETH,1704712781420,ETH,0.0,103.0,ETH-29MAR24,2293.97,-0.6944,0.065358,8125.0,0.066,0.065,ETH-29MAR24-2000-P,0.0715,0.0715,0.072,ETH,29MAR24,2000,P
203,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.554324,0.0,,,ETH-26JAN24-1000-C,,,,ETH,26JAN24,1000,C
204,0.2035,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.203456,177.0,0.2075,0.1995,ETH-27DEC24-2200-P,0.189,,,ETH,27DEC24,2200,P
205,0.0016,2222.19,27.81,ETH,1704712781420,ETH,0.0,7.0,ETH-23FEB24,2269.04,-15.0,0.001746,448.0,0.0018,0.0014,ETH-23FEB24-1100-P,0.0017,0.0017,0.002,ETH,23FEB24,1100,P
206,0.00825,2222.19,39.93,ETH,1704712781420,ETH,0.0,2.0,ETH-29MAR24,2293.97,0.0,0.008198,8293.0,0.0085,0.008,ETH-29MAR24-4500-C,0.009,0.009,0.009,ETH,29MAR24,4500,C
207,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.259492,0.0,,,ETH-9JAN24-2800-P,,,,ETH,9JAN24,2800,P
208,,2222.19,0.0,ETH,1704712781420,ETH,0.0,0.0,ETH-27DEC24,2458.12,,1.315016,8.0,,,ETH-27DEC24-5500-P,1.1,,,ETH,27DEC24,5500,P
209,0.04475,2222.19,17959.09,ETH,1704712781421,ETH,0.0,198.0,ETH-12JAN24,2226.35,12.3288,0.044426,1029.0,0.0455,0.044,ETH-12JAN24-2200-C,0.041,0.0325,0.046,ETH,12JAN24,2200,C
210,0.009,2222.19,20.61,ETH,1704712781421,ETH,0.0,1.0,ETH-28JUN24,2359.87,0.0,0.009055,2746.0,0.0095,0.0085,ETH-28JUN24-1000-P,0.0095,0.0095,0.0095,ETH,28JUN24,1000,P
211,0.1805,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.180346,5.0,0.1845,0.1765,ETH-27DEC24-2100-P,0.175,,,ETH,27DEC24,2100,P
212,0.0025,2222.19,5346.19,ETH,1704712781421,ETH,0.0,979.0,ETH-12JAN24,2226.35,9.0909,0.002483,4663.0,0.0026,0.0024,ETH-12JAN24-1800-P,0.0024,0.0022,0.0033,ETH,12JAN24,1800,P
213,0.25175,2222.19,42125.34,ETH,1704712781421,ETH,0.0,76.0,ETH-27SEP24,2409.51,0.0,0.250636,257.0,0.265,0.2385,ETH-27SEP24-2300-C,0.2515,0.2515,0.2515,ETH,27SEP24,2300,C
214,0.0014,2222.19,695.91,ETH,1704712781421,ETH,0.0,196.0,ETH-19JAN24,2233.51,-16.6667,0.001344,1268.0,0.0016,0.0012,ETH-19JAN24-3200-C,0.0015,0.0015,0.0018,ETH,19JAN24,3200,C
215,0.1325,2222.19,356.89,ETH,1704712781421,ETH,0.0,1.0,ETH-27DEC24,2458.12,0.0,0.132372,237.0,0.1355,0.1295,ETH-27DEC24-4000-C,0.16,0.16,0.16,ETH,27DEC24,4000,C
216,0.07775,2222.19,2525.71,ETH,1704712781421,ETH,0.0,15.0,ETH-27DEC24,2458.12,2.0,0.077497,132.0,0.0805,0.075,ETH-27DEC24-5500-C,0.0765,0.075,0.0765,ETH,27DEC24,5500,C
217,0.73875,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.739029,953.0,0.745,0.7325,ETH-29MAR24-600-C,0.629,,,ETH,29MAR24,600,C
218,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.102399,0.0,,,ETH-9JAN24-2450-P,,,,ETH,9JAN24,2450,P
219,0.26675,2222.19,3553.04,ETH,1704712781421,ETH,0.0,6.0,ETH-27DEC24,2458.12,0.0,0.266243,166.0,0.2675,0.266,ETH-27DEC24-2500-C,0.2665,0.2665,0.2665,ETH,27DEC24,2500,C
220,,2222.19,20340.16,ETH,1704712781421,ETH,0.0,187.0,ETH-12JAN24,2226.35,-9.9174,0.058158,467.0,,0.035,ETH-12JAN24-2150-C,0.0545,0.0445,0.0635,ETH,12JAN24,2150,C
221,0.0315,2222.19,11330.49,ETH,1704712781421,ETH,0.0,175.0,ETH-19JAN24,2233.51,-4.2857,0.03174,968.0,0.032,0.031,ETH-19JAN24-2350-C,0.0335,0.027,0.0385,ETH,19JAN24,2350,C
222,0.027,2222.19,2902.96,ETH,1704712781421,ETH,0.0,46.0,ETH-28JUN24,2359.87,-10.0,0.027024,17091.0,0.0275,0.0265,ETH-28JUN24-5000-C,0.027,0.027,0.031,ETH,28JUN24,5000,C
223,0.01,2222.19,2067.19,ETH,1704712781421,ETH,0.0,74.0,SYN.ETH-10JAN24,2224.200483367427,-5.0,0.009986,56.0,0.0105,0.0095,ETH-10JAN24-2150-P,0.0095,0.009,0.015,ETH,10JAN24,2150,P
224,0.3865,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.406057,55.0,0.4085,0.3645,ETH-27SEP24-3000-P,0.5025,,,ETH,27SEP24,3000,P
225,0.00015,2222.19,184.85,ETH,1704712781421,ETH,0.0,329.0,SYN.ETH-9JAN24,2223.1257250511408,-33.3333,0.000129,270.0,0.0002,0.0001,ETH-9JAN24-2600-C,0.0002,0.0001,0.0004,ETH,9JAN24,2600,C
226,0.143,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.143024,674.0,0.1455,0.1405,ETH-27SEP24-3200-C,0.158,,,ETH,27SEP24,3200,C
227,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.30447,0.0,,,ETH-9JAN24-2900-P,,,,ETH,9JAN24,2900,P
228,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.342276,0.0,,0.035,ETH-23FEB24-3000-P,,,,ETH,23FEB24,3000,P
229,0.26375,2222.19,5206.73,ETH,1704712781421,ETH,0.0,9.0,ETH-28JUN24,2359.87,0.1927,0.259817,5357.0,0.32,0.2075,ETH-28JUN24-2000-C,0.26,0.2595,0.26,ETH,28JUN24,2000,C
230,0.00405,2222.19,3053.3,ETH,1704712781421,ETH,0.0,340.0,ETH-26JAN24,2241.65,5.1282,0.004087,26311.0,0.0043,0.0038,ETH-26JAN24-1600-P,0.0041,0.0037,0.0045,ETH,26JAN24,1600,P
231,0.0007,2222.19,187.55,ETH,1704712781421,ETH,0.0,104.0,ETH-26JAN24,2241.65,-12.5,0.000679,12118.0,0.0008,0.0006,ETH-26JAN24-4200-C,0.0007,0.0007,0.0009,ETH,26JAN24,4200,C
232,0.00285,2222.19,83.57,ETH,1704712781421,ETH,0.0,14.0,ETH-29MAR24,2293.97,3.8462,0.002863,8071.0,0.003,0.0027,ETH-29MAR24-1000-P,0.0027,0.0026,0.0027,ETH,29MAR24,1000,P
233,0.11925,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.119423,45.0,0.123,0.1155,ETH-27DEC24-1800-P,0.115,,,ETH,27DEC24,1800,P
234,0.0018,2222.19,7853.61,ETH,1704712781421,ETH,0.0,1717.0,ETH-26JAN24,2241.65,-20.8333,0.001723,7117.0,0.002,0.0016,ETH-26JAN24-3400-C,0.0019,0.0019,0.0024,ETH,26JAN24,3400,C
235,0.011,2222.19,31081.35,ETH,1704712781421,ETH,0.0,1317.0,ETH-19JAN24,2233.51,23.5294,0.01076,2380.0,0.0115,0.0105,ETH-19JAN24-1900-P,0.0105,0.0085,0.012,ETH,19JAN24,1900,P
236,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.236742,0.0,,,ETH-10JAN24-2750-P,,,,ETH,10JAN24,2750,P
237,0.0036,2222.19,3346.08,ETH,1704712781421,ETH,0.0,367.0,SYN.ETH-9JAN24,2223.1257250511408,-51.25,0.003578,463.0,0.0038,0.0034,ETH-9JAN24-2300-C,0.0039,0.0025,0.009,ETH,9JAN24,2300,C
238,0.0175,2222.19,12065.28,ETH,1704712781421,ETH,0.0,330.0,ETH-12JAN24,2226.35,13.7931,0.017246,6728.0,0.018,0.017,ETH-12JAN24-2100-P,0.0165,0.0135,0.0225,ETH,12JAN24,2100,P
239,0.0005,2222.19,63.76,ETH,1704712781421,ETH,0.0,67.0,SYN.ETH-10JAN24,2224.200483367427,-60.0,0.000495,58.0,0.0006,0.0004,ETH-10JAN24-2650-C,0.0002,0.0002,0.0007,ETH,10JAN24,2650,C
240,0.04675,2222.19,14806.87,ETH,1704712781421,ETH,0.0,141.0,ETH-28JUN24,2359.87,-3.125,0.046955,3709.0,0.0475,0.046,ETH-28JUN24-1600-P,0.0465,0.0465,0.0515,ETH,28JUN24,1600,P
241,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.265699,0.0,,,ETH-23FEB24-1700-C,,,,ETH,23FEB24,1700,C
242,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.129236,2822.0,,,ETH-12JAN24-2500-P,0.0545,,,ETH,12JAN24,2500,P
243,0.0735,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.073449,1337.0,0.0755,0.0715,ETH-27SEP24-4500-C,0.0725,,,ETH,27SEP24,4500,C
244,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-27DEC24,2458.12,,2.492721,50.0,,,ETH-27DEC24-8500-P,2.38,,,ETH,27DEC24,8500,P
245,0.046,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.045826,878.0,0.048,0.044,ETH-27SEP24-1400-P,0.051,,,ETH,27SEP24,1400,P
246,,2222.19,0.0,ETH,1704712781421,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.097663,0.0,,,ETH-11JAN24-2425-P,,,,ETH,11JAN24,2425,P
